作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书,检索原句
199604123523200146,韩国,女,199604,如何看待“安乐死”,70,55,50,61,34,253,未参加,除了自然死以外，谁[C]也不能故意[C]杀人的行为[C]{CJy}。
199605550523190047,韩国,男,199605,由“三个和尚没水喝”想到的……,70,85,94,72,70,383,B,人不能离[F離]群而生活，所以既[B即]然要生活在社会上，不应该发[C]生类[C]似”“三个和尚”的事。
200307271523200009,韩国,女,200307,绿色食品与饥饿,70,70,70,49,70,317,C,那一天他们几百个人一起生活，[BC、]一起睡觉{CC睡着}等什么都一起做。
200205212523200055,韩国,女,200205,如何看待“安乐死”,70,55,44,56,58,267,未参加,第一，丈夫确实是帮了妻子从痛苦{CQ中}解脱出来。
200105550523150333,韩国,男,200105,一封写给父母的信,65,65,41,44,36,235,未参加,我现在开始[B如]努力过我们的生活。
200307212523100006,韩国,男,200307,绿色食品与饥饿,65,80,86,67,87,373,B,我记得我爷爷和奶奶很早就开始种一些野菜、辣椒、葱[C]、白菜等等。
199510550523100909,韩国,男,199510,如何看待“安乐死”,80,65,69,73,84,359,C,因为丈夫忽略了上述{CD的符[C]合}条[F條]件；求医生同意；有无[F無]尽[F盡]力设法{CC设想}救治{CC得救}等[BQ。]因此光看短文的内[C]容，丈夫太轻[F軽]易的{CC地}采[C]取了安乐死方法。[BC、]
200209550523250851,韩国,女,200209,如何解决“代沟”问题,60,70,30,69,60,274,未参加,我对父母的态度也好了。
200405109523101436,韩国,男,200405,吸烟对个人健康和公众利益的影响,60,60,31,29,28,190,未参加,所以{CD找一日然后}对吸烟人说不能吸烟，这是不能做{CJ-buy到}的事情。
199605550523190034,韩国,男,199605,由“三个和尚没水喝”想到的……,0,60,35,38,35,160,未参加,{CD究竟}该和尚起来了告诉其他人。
200105550523150467,韩国,男,200105,一封写给父母的信,70,60,49,47,47,258,未参加,我觉得{CQ是}永远不能了解的。[BC，]
200405109523101558,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,60,40,56,46,257,未参加,在报纸上报着间[B简]接吸烟者受的影响率比[C]吸烟者的高三倍。
200307215523250027,韩国,女,200307,绿色食品与饥饿,60,60,46,49,47,244,未参加,现在的两个问题，是{CC就}{CQ或者}接受环境[B竟]污染用化肥和农药，或者先解决{CC2救[B求]}饥饿{CQ问题}？
200510302523100245,韩国,男,200510,我看流行歌曲,65,70,53,44,57,275,未参加,流行歌虽然在{CC当}流行时很多人{CD的}喜爱，但是，过时间就像本来没有的歌一样消失了。
200307204523200059,韩国,女,200307,绿色食品与饥饿,60,70,62,54,64,295,C,全世界人都有健康的[C]权利{CC权力}。
200405109523200756,韩国,女,200405,吸烟对个人健康和公众利益的影响,80,70,76,66,82,364,B,我认为由于{CC2由}上述的理由，国家和社会对{CQ在}公共场所抽烟的人应该采取一些措施。
200307201523200102,韩国,女,200307,绿色食品与饥饿,60,60,54,56,47,259,未参加,这样的变化对我们人类具有一把双刃剑。
199505104523200139,韩国,女,199505,记对我影响最大的一个人,70,60,44,48,67,274,未参加,在韩[C]国很多人学{CJ+buy会}钢[Pgāng]琴，从小上私立学院。[BC，]
200405109523200796,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,85,72,73,66,351,B,最近，政府为了解决这{CQ个}难题，提出了一个好的方案，[BC。]那就是在公共场所边走边抽烟的人将被罚款。
200104124523200075,韩国,女,200104,一封写给父母的信,75,70,63,58,47,302,C,还是那么调[B挑]皮[Ppí]吗？
200307205523200019,韩国,女,200307,绿色食品与饥饿,60,60,46,35,50,233,未参加,所以饿死的人也越来越多了。
200307271523100013,韩国,男,200307,绿色食品与饥饿,70,70,80,67,84,359,C,最后我想说的是，这[C]只是我的观点和微不足道
200405109523200644,韩国,女,200405,吸烟对个人健康和公众利益的影响,80,65,58,77,73,341,C,比如，买水果，买电影票等等。
200104124523200252,韩国,女,200104,一封写给父母的信,60,65,58,18,54,238,未参加,最近过得怎么样？
199904123523200213,韩国,女,199904,如何面对挫折,65,65,42,52,54,262,未参加,我今年才20岁，所以对这一问题谈我的看法，有点不好意思说。
199705104523200191,韩国,女,199705,我的城市/乡村生活,70,65,52,56,58,287,C,"我上大学一年级的时候参[F參]加我们系里的小的团体,那个团体里,有一次有放假以后去乡下帮农民的忙的计[B机]划。"
200209550523250295,韩国,女,200209,如何解决“代沟”问题,65,70,48,64,56,289,C,那么我们怎么样解决这个“代沟”的问题呢？
200510111523201038,韩国,女,200510,我看流行歌曲,70,70,79,63,64,334,C,我们只要把流[C]行歌曲当我们的大众文化，然后适度地享受、喜爱[C]的话，我们不会[C]因为{CC2为[C]}流[C]行歌曲受到不好的影响。
200307302523200008,韩国,女,200307,绿色食品与饥饿,70,60,54,46,58,273,未参加,我认为这个问题{CQ是}从人们只想自己开始的。
200405109523100624,韩国,男,200405,吸烟对个人健康和公众利益的影响,90,60,55,60,57,312,未参加,我国{CJ-zy正在}日益增加这样的地方，[BC。]比[C]如说，公司、[BC，]商店、[BC，]学校、[BC，]办公[B工]室等等，不能抽烟的地[C]方很多。
199605104523100109,韩国,男,199605,由“三个和尚没水喝”想到的……,50,60,58,47,46,241,未参加,总之，我们应该为了别人的权益有的时候{CJX}{CJ+zy只好}放[B方]弃自己的权益。
200307109523200075,韩国,女,200307,绿色食品与饥饿,65,55,59,62,58,281,C,”在我们的社会上有[C]很多矛盾。
200307109523100331,韩国,男,200307,绿色食品与饥饿,65,80,64,67,76,340,C,当然挨饿的问题也很重要。
199604124523100235,韩国,男,199604,如何看待“安乐死”,85,60,79,81,77,370,C,因为人的生命是上帝给我们的，所以我们没有权利扔掉我们的生命。
200307109523200357,韩国,女,200307,绿色食品与饥饿,65,85,72,38,70,320,未参加,所以要“绿色食品”也要不让世界{CQ上}有些人饿死的方法应该是互
200104124523200310,韩国,女,200104,一封写给父母的信,60,85,44,44,33,255,未参加,你们的生活也没有问题吧！[BC，]
200209550523150278,韩国,男,200209,如何解决“代沟”问题,70,70,51,71,50,300,C,但是我父母白天在公司工作。
200307201523100064,韩国,男,200307,绿色食品与饥饿,65,60,70,27,58,263,未参加,为了吃的时候甜，放了不少的不好的东西。[BC.]
200510302523200038,韩国,女,200510,我看流行歌曲,70,65,53,50,72,296,未参加,不如以前那样，不是盲目地{CC的}追[C]求西洋[B样]文化，而是享[B亨]有我们的独特的文化。
200209550523150060,韩国,男,200209,如何解决“代沟”问题,65,70,66,74,50,311,C,还有一个原[C]因是父母和子女[C]之间的对话也很[C]少，共同做的事情也很少，就是[L]说父母跟子女的爱好，兴趣都[C]不一样，互相了解的东西也很少。[BC，]
200005108523200280,韩国,女,200005,关于用自然之声取代噪声的建议,70,75,83,90,72,379,B,虽然不是很大的改变，但在韩国已经采取了这样的恢复环境运动。
200209550523250873,韩国,女,200209,如何解决“代沟”问题,70,80,85,81,82,388,B,我下面从三个方面来谈谈其方法吧。
200510111523101574,韩国,男,200510,我看流行歌曲,60,50,37,30,40,197,未参加,箱[Pxiang]子里有磁[Pci]带。
200209550523250158,韩国,女,200209,如何解决“代沟”问题,65,65,66,57,72,309,C,但是我觉得不管怎样，赡[B善]养父母是天经地义的事。
200307109523200171,韩国,女,200307,绿色食品与饥饿,60,55,62,46,47,251,未参加,在文章中{CC上}提出[L]了两个问题，[BC。]就是保护环境的[BQ“]绿色食品[BQ”]和农产品的产量。
200307109523100575,韩国,男,200307,绿色食品与饥饿,80,80,24,64,84,324,未参加,因为{CD是}一种昆虫少了，青蛙没有东西吃也少了，接着蛇也会少，[BC.]我们人类没有权力{CC权利}破坏生态界。[BC.]
200307109523100394,韩国,男,200307,绿色食品与饥饿,65,80,59,41,61,294,未参加,我觉得可以解决。
200105550523250040,韩国,女,200105,一封写给父母的信,70,70,66,63,56,313,C,一月份见您的时候，我发现了您的头发都{CC满}白了。
199705104523200106,韩国,女,199705,我的城市/乡村生活,70,75,52,56,70,312,C,乡村的生活，听这句话让人感到很舒服{CJ+zxy的感觉}。
199605104523100127,韩国,男,199605,由“三个和尚没水喝”想到的……,70,70,60,54,58,300,C,比如，在食堂有人负责做饭{CC食}[BQ，]有人负责打扫卫生[BQ，]有人专门负责收钱。
200105550523250449,韩国,女,200105,一封写给父母的信,70,65,47,49,38,255,未参加,现在还痛吗？
199605104523200218,韩国,女,199605,由“三个和尚没水喝”想到的……,70,70,83,79,75,365,C,可是，谁也没想到增加了一份力量却导[B倒]致{CQ了}没水喝的后果{CC处境}。
200510111523201624,韩国,女,200510,我看流行歌曲,70,75,60,59,69,322,C,但我却不同意第二个看法。
200105550523150406,韩国,男,200105,一封写给父母的信,80,65,41,47,54,275,未参加,特别是[BD，]我去年暑[B署]假的时候，{CJ+zhuy我}很想去中国，所以打工的时候，妈妈您暗暗地给我钱，我真忘不了。
199412104523200105,韩国,女,199412,记对我影响最大的一个人,65,60,65,53,49,275,未参加,我头一次看他的时候[BQ，]我以为他年纪很大，因为他是白[B百]头发。
200105550523250489,韩国,女,200105,一封写给父母的信,80,70,71,47,63,321,C,妈妈，您虽然不跟我和我姐姐说这些话，但我们都知道您的说不出来的一些苦衷。
199804123523200185,韩国,女,199804,学习汉语的苦与乐,70,60,63,54,54,286,C,还有接触中国独特表达的词，很有很吸引人的感觉。
200307109523200112,韩国,女,200307,绿色食品与饥饿,70,90,83,56,70,362,C,"那样世界会{CC能}更美{CD了},人们能保留这么漂亮的自然给我们的后代。[BC.]"
200105550523150411,韩国,男,200105,一封写给父母的信,80,75,79,61,74,360,B,你们不用再为我担心太多。
200105550523150128,韩国,男,200105,一封写给父母的信,80,80,68,54,61,335,C,但我突然跟女朋友分手，对你们来说肯定是很大冲击。
200307109523100198,韩国,男,200307,绿色食品与饥饿,75,80,86,62,90,384,B,我希望，尽快来{CJX}这样的一天{CC日}，使大家{CJ-zy都}过上{CC个}幸福
200307209523200005,韩国,女,200307,绿色食品与饥饿,70,70,70,59,67,324,C,随着科学的发展，技术的提高，我们使用化肥和农药，农作物的生产量大大增加了。
200209550523150033,韩国,男,200209,如何解决“代沟”问题,65,70,72,74,64,331,C,已经几千年前的事情到现在也是存在的，[BC、]这样的“代沟”问题是到底怎么处理才{CJsd}？
199605550523190034,韩国,男,199605,由“三个和尚没水喝”想到的……,0,60,35,38,35,160,未参加,两个人就抬水喝。
200105550523250035,韩国,女,200105,一封写给父母的信,70,75,68,56,74,332,C,我非常感谢你们！
200005108523100324,韩国,男,200005,关于用自然之声取代噪声的建议,65,65,64,78,56,312,C,我同意用自然之声取代噪声的建议，我之所以同意这个建议是[BD，]因为人们在生活{CC2生}中，特别是现在的这个生活，经常听到不愿意听到的声音，这是免不了的事情，但可以用现代的高科技把这些噪声换成比较好听的声音，除了试卷上提到的汽车喇叭声换成大海的波涛声和电话铃声换成小河的流水声以外，还有很多在生活中经常听到的噪声换成自然之声。
199510550523100934,韩国,男,199510,如何看待“安乐死”,65,75,64,54,68,313,C,很多宗教人士对这些现象批评得严厉[B励]。
199312124523100243,韩国,男,199312,一封求职信,80,55,53,61,57,292,未参加,对任何人的态度{CC对待}也一致的。
200307109523200339,韩国,女,200307,绿色食品与饥饿,65,75,83,46,73,329,C,在农作物的生长[C]过[C]程中，如果使用化肥和农药，产量就会大大提高，但农作物会受到不同程度的化学污染，吃了会有害于人的健康。
199605104523200362,韩国,女,199605,由“三个和尚没水喝”想到的……,60,45,55,63,37,238,未参加,过了一段{CC假}时间，又来了第三个和尚，两个和尚都希望第三个和尚去山下抬水给他[C]们喝{CJ+by水}。
200405109523201392,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,70,78,81,75,368,B,青少年只是{CQ出于}一种好奇心{CQ才}{CD所以}抽的。
200510111523101863,韩国,男,200510,我看流行歌曲,60,60,60,52,62,276,未参加,可是需要自己控制自己的能力。
200209550523150253,韩国,男,200209,如何解决“代沟”问题,70,70,63,59,50,300,C,所以我们要努力理解{CC了理}我们的老一代的想法。
200209550523250001,韩国,女,200209,如何解决“代沟”问题,60,60,45,54,46,247,未参加,子女{CJ-zy能}接受{CJ+buy起来}父母时代的观念。
200209550523250895,韩国,女,200209,如何解决“代沟”问题,70,75,48,59,58,299,C,妈妈帮助了{CJX}我们消除代沟。
200307109523200417,韩国,女,200307,绿色食品与饥饿,65,70,64,46,76,307,C,随着社会的现代化，人们的生活水平也大大提高了。
200510111523101101,韩国,男,200510,我看流行歌曲,55,65,51,28,47,228,未参加,谢谢大家[C]{CD到}现在听我的看法。
200307201523100005,韩国,男,200307,绿色食品与饥饿,60,60,38,25,32,197,未参加,当然不可能。
200307109523200201,韩国,女,200307,绿色食品与饥饿,65,60,59,70,79,316,C,可是，如果人们都要吃[BQ“]绿色食品[BQ”]的话，农作物的生产量会变得{CC的}很低，世界上还有很多{CD的}人因{CC1因为}没有粮食而死亡{CC2至于死地}。
200209550523250832,韩国,女,200209,如何解决“代沟”问题,70,60,48,49,72,284,未参加,跟他们谈话，讲新潮流，新世纪，而我们也要懂得尊老敬友，不给别人添[B填]麻烦，这样的话，我想会与家人沟通交流。
